customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03368,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.66,2713.16,No
CUST-03369,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.02,765.31,Yes
CUST-03370,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.86,243.48,No
CUST-03371,Female,0,Yes,No,63,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.61,2677.84,No
CUST-03372,Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.29,3961.59,No
CUST-03373,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.58,339.9,No
CUST-03374,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.82,670.97,No
CUST-03375,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.03,1814.54,No
CUST-03376,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,73.23,2045.22,Yes
CUST-03377,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.47,5414.43,No
CUST-03378,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.69,1889.92,No
CUST-03379,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),63.84,109.35,No
CUST-03380,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.12,989.77,Yes
CUST-03381,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.69,2090.42,No
CUST-03382,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),86.25,860.79,Yes
CUST-03383,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,93.22,2146.33,Yes
CUST-03384,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.63,1752.85,Yes
CUST-03385,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.58,229.27,No
CUST-03386,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,72.65,748.83,No
CUST-03387,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.63,301.35,Yes
CUST-03388,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,67.31,472.16,Yes
CUST-03389,Male,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),81.06,4029.63,No
CUST-03390,Female,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.67,144.95,No
CUST-03391,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.82,241.53,No
CUST-03392,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.16,110.48,Yes
CUST-03393,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,77.22,856.22,No
CUST-03394,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.39,5921.81,No
CUST-03395,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),65.11,4295.22,No
CUST-03396,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.71,3496.03,Yes
CUST-03397,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.56,3641.47,No
CUST-03398,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.54,132.42,Yes
CUST-03399,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.73,780.17,Yes
CUST-03400,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,101.05,907.28,No
CUST-03401,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.78,679.3,No
CUST-03402,Female,1,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.97,4927.73,No
CUST-03403,Female,1,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.87,3644.47,No
CUST-03404,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,102.96,4638.78,No
CUST-03405,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.99,4275.44,Yes
CUST-03406,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.02,1570.87,Yes
CUST-03407,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.78,1121.47,No
CUST-03408,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),91.72,6241.39,Yes
CUST-03409,Female,1,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.96,1406.54,No
CUST-03410,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,64.81,368.55,No
CUST-03411,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.95,4210.13,No
CUST-03412,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,95.77,373.82,No
CUST-03413,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,97.22,6502.11,Yes
CUST-03414,Female,0,No,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,85.82,4212.23,No
CUST-03415,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,92.44,2131.94,No
CUST-03416,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,85.42,3257.54,No
CUST-03417,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.71,1986.11,Yes
CUST-03418,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),93.69,3744.22,No
CUST-03419,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,65.42,3926.05,No
CUST-03420,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.12,645.9,No
CUST-03421,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.42,348.58,No
CUST-03422,Male,0,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,66.32,3595.44,No
CUST-03423,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.78,1938.36,No
CUST-03424,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.34,620.62,No
CUST-03425,Male,1,Yes,Yes,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.7,2537.01,No
CUST-03426,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),66.23,1647.77,No
CUST-03427,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,63.56,646.16,No
CUST-03428,Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),80.12,715.8,Yes
CUST-03429,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.17,327.78,No
CUST-03430,Female,0,Yes,No,54,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.46,4617.77,No
CUST-03431,Male,1,No,No,16,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,53.21,847.9,No
CUST-03432,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.85,711.9,No
CUST-03433,Male,0,No,No,64,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.68,4707.42,No
CUST-03434,Male,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,82.7,3482.85,No
CUST-03435,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.47,1457.3,Yes
CUST-03436,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),85.46,4423.64,No
CUST-03437,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.1,3645.4,No
CUST-03438,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),57.09,4056.73,No
CUST-03439,Male,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.86,296.93,No
CUST-03440,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.12,2985.55,No
CUST-03441,Male,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.53,200.14,Yes
CUST-03442,Male,1,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.14,5082.82,No
CUST-03443,Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,105.11,6730.08,Yes
CUST-03444,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.14,3522.79,No
CUST-03445,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,89.67,No
CUST-03446,Female,1,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.36,5932.06,No
CUST-03447,Male,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.28,6514.01,Yes
CUST-03448,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.9,1481.54,No
CUST-03449,Female,0,No,No,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.82,2930.36,Yes
CUST-03450,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,67.34,472.46,No
CUST-03451,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),73.95,506.88,No
CUST-03452,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,74.87,3577.21,No
CUST-03453,Female,1,No,No,67,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.53,3972.09,No
CUST-03454,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.64,2215.85,No
CUST-03455,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.55,465.13,Yes
CUST-03456,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.85,721.79,No
CUST-03457,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.09,228.5,No
CUST-03458,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.06,1278.49,Yes
CUST-03459,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.75,133.44,Yes
CUST-03460,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.08,3606.85,Yes
CUST-03461,Female,0,No,No,58,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),64.16,3721.68,No
CUST-03462,Male,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.15,2593.51,No
CUST-03463,Female,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.78,5229.0,No
CUST-03464,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.56,1769.11,No
CUST-03465,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.94,5138.68,No
CUST-03466,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.69,1806.31,No
CUST-03467,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.32,85.95,Yes
CUST-03468,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,63.5,4502.52,No
CUST-03469,Male,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,94.18,4055.09,No
CUST-03470,Male,0,No,Yes,71,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.11,5540.18,No
CUST-03471,Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.79,2334.3,No
CUST-03472,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,94.24,655.19,Yes
CUST-03473,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.61,6139.87,No
CUST-03474,Female,1,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,97.62,100.37,Yes
CUST-03475,Male,0,No,No,51,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.77,3334.35,No
CUST-03476,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.38,1324.91,No
CUST-03477,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.96,2056.9,Yes
CUST-03478,Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.16,393.7,No
CUST-03479,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,784.4,No
CUST-03480,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.01,517.95,Yes
CUST-03481,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.12,608.77,Yes
CUST-03482,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.43,3422.93,No
CUST-03483,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,686.15,No
CUST-03484,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1307.5,No
CUST-03485,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.42,453.41,No
CUST-03486,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,67.26,3978.66,No
CUST-03487,Female,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.74,2738.23,No
CUST-03488,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.05,5834.33,No
CUST-03489,Female,0,Yes,No,41,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.75,3407.11,Yes
CUST-03490,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.58,503.95,No
CUST-03491,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.15,4430.55,No
CUST-03492,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),82.22,740.85,No
CUST-03493,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.69,106.19,No
CUST-03494,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.48,191.76,No
CUST-03495,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.41,816.37,Yes
CUST-03496,Male,1,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,57.74,3801.38,No
CUST-03497,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,64.81,72.58,Yes
CUST-03498,Male,1,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,88.23,3969.68,No
CUST-03499,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.15,681.6,No
CUST-03500,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,104.08,3224.88,Yes
CUST-03501,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,92.77,3617.69,No
CUST-03502,Male,1,Yes,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.91,300.63,No
CUST-03503,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.8,3818.29,Yes
CUST-03504,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.8,892.8,No
CUST-03505,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3418.96,No
CUST-03506,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,96.32,5884.35,No
CUST-03507,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.89,804.68,No
CUST-03508,Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.05,3802.61,No
CUST-03509,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.0,5430.75,Yes
CUST-03510,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.66,2706.95,No
CUST-03511,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,87.91,611.37,No
CUST-03512,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,79.3,1910.89,Yes
CUST-03513,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,78.67,610.94,No
CUST-03514,Female,1,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.82,2634.67,No
CUST-03515,Female,1,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,1085.2,No
CUST-03516,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.05,563.62,No
CUST-03517,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,80.23,1213.03,Yes
CUST-03518,Male,1,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.96,2292.49,No
CUST-03519,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.37,922.95,Yes
CUST-03520,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),83.9,771.74,No
CUST-03521,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.68,1027.66,No
CUST-03522,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.87,711.37,No
CUST-03523,Female,1,No,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.53,3612.2,No
CUST-03524,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.02,950.04,No
CUST-03525,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.43,325.33,Yes
CUST-03526,Male,0,No,No,33,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.17,1952.94,No
CUST-03527,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.52,993.0,No
CUST-03528,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.16,544.51,No
CUST-03529,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,87.75,5880.4,No
CUST-03530,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.99,499.83,Yes
CUST-03531,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,69.28,633.45,No
CUST-03532,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.28,5838.58,Yes
CUST-03533,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,101.7,5283.94,No
CUST-03534,Female,0,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.86,1181.58,No
CUST-03535,Female,1,Yes,Yes,60,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.49,3747.52,No
CUST-03536,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.15,509.42,Yes
CUST-03537,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.91,1459.99,No
CUST-03538,Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.54,214.9,No
CUST-03539,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.99,1570.28,No
CUST-03540,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,105.69,1052.44,No
CUST-03541,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.0,1538.74,No
CUST-03542,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.82,1156.36,No
CUST-03543,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.68,1589.21,No
CUST-03544,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,824.51,No
