gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargePerTenure,NumServices,HighValue,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4+yr
0,1,1,0,2,1,0,29.6,72.32,0,9.87,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
1,0,0,0,49,1,1,89.89,4397.3,1,1.8,3,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,0,0,0,64,1,0,87.57,5614.88,1,1.35,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,0,11,1,1,60.45,663.57,0,5.04,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,19,1,0,89.35,1702.69,0,4.47,4,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False
1,1,1,0,70,1,1,70.64,4944.52,0,0.99,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1,0,64,0,1,19.42,1241.55,0,0.3,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,55,1,0,54.55,3004.05,1,0.97,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,0,0,0,9,1,1,18.25,143.55,1,1.82,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,2,1,1,83.64,188.6,0,27.88,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,1,54,1,1,61.87,3349.17,0,1.12,2,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,0,17,1,0,43.15,732.98,0,2.4,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,0,1,0,6,1,1,101.36,605.18,1,14.48,3,1,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,0,1,0,20,1,1,94.66,1889.2,1,4.51,2,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,0,1,36,1,1,29.67,1073.68,0,0.8,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
0,0,1,0,5,1,0,96.91,498.44,1,16.15,3,1,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,23,1,1,58.43,1335.01,1,2.43,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
0,0,0,0,62,0,0,57.68,3595.01,1,0.92,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,0,8,1,0,51.28,403.39,1,5.7,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,0,0,50,1,1,69.57,3477.0,1,1.36,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,0,16,1,1,19.29,297.43,0,1.13,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
1,0,0,0,34,1,1,78.89,2684.82,0,2.25,3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,0,1,0,8,1,0,78.34,620.62,0,8.7,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,0,1,0,2,1,1,100.97,182.27,0,33.66,3,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0,0,0,55,1,1,86.04,4726.41,1,1.54,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,1,40,1,0,78.19,3128.98,1,1.91,3,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
1,0,0,1,12,1,0,29.04,342.12,0,2.23,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
0,0,1,1,63,1,0,101.64,6403.49,1,1.59,3,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1,0,0,0,9,0,1,79.62,711.84,1,7.96,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,18,1,0,82.3,1477.57,1,4.33,4,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,0,0,0,10,1,1,28.98,286.36,0,2.63,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
1,0,1,0,63,1,0,20.47,1272.63,0,0.32,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,25,1,1,20.63,502.48,0,0.79,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
0,1,0,0,5,1,1,79.59,388.72,0,13.26,4,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False
1,0,0,0,71,1,1,71.54,5085.24,1,0.99,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,70,1,0,85.24,5964.59,0,1.2,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1,0,0,1,13,1,1,95.25,1244.82,0,6.8,2,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0,0,0,1,54,1,1,88.6,4759.66,0,1.61,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1,0,1,0,10,1,1,28.42,283.56,0,2.58,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,32,1,0,60.65,1950.45,0,1.84,3,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,1,0,21,1,1,56.75,1194.3,1,2.58,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,1,1,0,61,0,1,25.78,1561.9,0,0.42,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,0,1,1,17,1,1,71.71,1222.56,1,3.98,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,1,0,1,8,1,1,89.26,712.13,1,9.92,2,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,0,62,1,1,107.18,6645.9,1,1.7,3,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
1,1,1,0,6,1,1,62.09,384.56,0,8.87,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
0,0,0,1,61,1,1,79.16,4822.38,1,1.28,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,61,1,1,62.01,3777.92,0,1.0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0,1,5,1,1,30.08,145.29,1,5.01,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,1,1,1,24,1,0,101.66,2435.9,1,4.07,3,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1,1,0,0,41,1,1,60.6,2473.84,0,1.44,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,48,0,1,50.21,2388.53,0,1.02,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,0,64,1,1,97.02,6204.14,0,1.49,2,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0,0,1,17,1,0,105.5,1790.95,1,5.86,4,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1,0,0,0,68,1,0,24.79,1681.07,0,0.36,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,1,0,71,1,0,90.61,6441.73,0,1.26,3,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
1,0,1,1,6,1,0,86.59,510.85,1,12.37,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,1,0,7,1,1,61.63,436.63,1,7.7,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,0,0,1,8,1,1,20.53,155.0,0,2.28,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,10,1,1,70.8,725.32,1,6.44,4,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,1,0,6,1,1,42.71,257.2,1,6.1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,63,1,0,81.81,5173.85,0,1.28,2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,0,0,3,1,0,91.42,268.03,0,22.86,2,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,1,0,13,1,0,85.69,1103.97,0,6.12,3,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,0,1,0,7,1,1,82.49,595.92,1,10.31,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,57,1,0,33.47,1909.23,0,0.58,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,0,1,0,17,1,0,75.34,1290.97,0,4.19,3,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0,1,24,1,1,59.05,1401.6,1,2.36,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1,0,0,0,7,1,0,27.94,202.78,1,3.49,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
1,1,1,0,43,1,0,76.0,3268.28,0,1.73,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,0,1,0,8,1,1,89.63,725.73,1,9.96,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0,0,1,2,1,1,53.95,120.01,0,17.98,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,8,1,1,67.94,540.23,0,7.55,3,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,0,0,0,57,0,0,18.25,1036.66,1,0.31,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
1,0,1,0,56,1,1,24.6,1387.29,0,0.43,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0,1,24,1,0,66.47,1604.85,1,2.66,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,0,1,0,5,1,1,77.04,381.51,0,12.84,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,60,1,1,48.49,2884.59,0,0.79,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
1,1,0,1,18,1,1,25.5,444.32,0,1.34,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
1,0,0,0,26,1,0,73.36,1909.14,0,2.72,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,0,1,0,50,0,0,20.17,1000.75,0,0.4,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,0,1,42,1,1,84.24,3537.85,1,1.96,3,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,1,0,37,1,0,72.73,2678.17,0,1.91,5,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,0,1,1,16,1,1,59.97,965.61,1,3.53,2,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,62,1,1,97.68,6061.76,0,1.55,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1,0,0,3,1,1,73.84,223.11,1,18.46,3,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,1,0,8,1,0,86.75,683.74,1,9.64,3,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,1,0,14,1,0,30.73,414.86,0,2.05,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,1,1,53,0,1,63.41,3367.94,0,1.17,3,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,0,0,8,1,1,91.6,735.99,1,10.18,2,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,0,15,1,0,64.23,976.48,1,4.01,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,7,1,1,67.74,472.52,1,8.47,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
0,0,0,1,61,1,1,79.16,4822.38,1,1.28,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,59,1,1,68.82,4061.07,0,1.15,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0,0,0,47,1,1,20.5,959.09,1,0.43,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,1,0,7,1,0,33.71,237.9,1,4.21,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,0,0,0,8,1,0,19.78,156.28,1,2.2,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False
1,0,1,1,38,1,1,52.8,1991.96,0,1.35,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,1,0,7,1,0,86.54,598.34,1,10.82,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,10,0,0,76.34,753.68,1,6.94,1,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,1,62,1,0,106.69,6604.83,0,1.69,5,1,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,22,1,0,83.79,1846.03,0,3.64,2,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,39,1,1,95.43,3741.78,0,2.39,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0,1,0,2,1,1,65.53,130.74,0,21.84,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,0,0,0,23,1,0,84.27,1946.47,0,3.51,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1,0,1,1,8,0,1,77.97,619.33,0,8.66,5,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,1,9,1,0,53.49,476.85,1,5.35,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,20,0,1,20.14,399.81,0,0.96,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0,31,0,1,78.34,2424.77,1,2.45,2,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,37,1,1,70.52,2612.83,1,1.86,3,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0,1,0,8,1,1,68.84,549.85,0,7.65,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,0,1,0,39,1,1,88.64,3453.42,1,2.22,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0,0,1,1,53,1,0,72.73,3850.94,1,1.35,3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,1,1,16,1,1,88.32,1417.59,1,5.2,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1,0,0,0,54,1,1,88.52,4788.7,0,1.61,2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,39,1,1,18.81,740.73,0,0.47,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
1,0,0,0,58,1,0,38.01,2198.36,0,0.64,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,11,1,1,82.56,919.22,0,6.88,5,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,0,0,0,19,1,1,66.71,1257.93,0,3.34,4,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,1,1,70,1,0,60.18,4215.65,1,0.85,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,9,0,0,63.36,560.11,1,6.34,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0,0,67,1,1,20.64,1390.22,0,0.3,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,0,0,1,2,1,1,105.15,202.36,1,35.05,3,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
0,0,1,1,1,1,0,26.84,32.41,0,13.42,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,1,0,49,1,0,19.76,968.88,0,0.4,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,1,0,57,1,0,33.5,1912.79,0,0.58,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
0,0,1,0,9,1,1,84.58,741.59,1,8.46,3,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,1,0,1,8,1,1,89.26,712.13,1,9.92,2,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1,1,1,0,42,1,0,82.7,3482.85,0,1.92,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
0,0,1,1,58,0,0,20.38,1181.18,0,0.35,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0,1,1,3,1,0,82.96,272.23,1,20.74,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,1,30,1,1,81.4,2438.97,1,2.63,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,1,27,1,1,19.53,527.48,1,0.7,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
1,0,1,0,33,1,1,74.91,2465.82,0,2.2,3,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0,71,1,1,90.35,6418.66,1,1.25,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,0,1,0,54,1,0,84.11,4550.31,1,1.53,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,0,0,14,1,0,102.82,1458.76,1,6.85,3,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,0,69,1,1,67.66,4669.6,0,0.97,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,1,6,1,1,77.24,453.89,1,11.03,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,1,0,29,1,1,89.13,2580.8,1,2.97,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,1,0,32,1,0,18.25,582.79,1,0.55,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0,0,1,0,48,1,1,102.83,4952.98,0,2.1,3,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,1,2,1,1,86.48,169.21,1,28.83,3,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,0,2,0,1,60.6,115.48,0,20.2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1,0,0,1,61,1,0,53.15,3250.48,0,0.86,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,23,1,1,85.8,1976.9,1,3.58,5,0,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1,0,1,1,9,1,0,77.13,716.98,1,7.71,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
1,0,1,0,20,1,1,77.79,1548.57,1,3.7,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0,1,1,20,1,1,18.59,360.86,1,0.89,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,0,0,68,1,0,53.29,3612.04,1,0.77,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,71,1,1,53.45,3797.14,0,0.74,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,17,1,0,56.14,962.68,1,3.12,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,0,1,4,1,1,22.22,99.36,0,4.44,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,0,0,10,1,1,57.25,561.12,1,5.2,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,1,16,1,1,32.14,519.39,0,1.89,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
1,0,1,1,15,1,0,82.45,1239.24,0,5.15,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,1,0,67,1,1,61.72,4123.52,1,0.91,2,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1,0,1,45,1,0,88.99,4004.06,1,1.93,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0,1,0,1,1,1,86.41,82.67,1,43.2,3,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
1,0,0,1,7,1,1,33.29,220.14,1,4.16,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,0,0,58,1,1,25.45,1466.64,0,0.43,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
1,0,1,0,47,1,1,26.49,1239.37,0,0.55,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
1,0,1,0,10,1,1,96.76,944.05,1,8.8,2,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
0,0,1,0,1,1,1,60.53,56.5,0,30.26,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
0,0,1,0,6,1,1,99.65,598.42,0,14.24,4,1,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,22,1,1,78.52,1728.49,1,3.41,2,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1,0,0,8,1,1,33.4,272.34,1,3.71,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,65,1,1,82.62,5354.57,1,1.25,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,0,52,1,0,97.46,5066.03,0,1.84,2,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
